FMTNAME,START,END,LABEL,LENGTH,TYPE,HLO
X1245F,1,1,"1: Yes, past",15,N,
X1245F,2,2,"2: Yes, current",15,N,
X1245F,3,3,3: No,15,N,
X1246F,.,.Z,XSPECF5.,31,N,F
X1246F,LOW,0,XSPECF5.,31,N,LF
X1246F,1,1,"1: Yes, shortly before a period",31,N,
X1246F,2,2,"2: Yes, shortfly after a period",31,N,
X1246F,3,3,"3: Yes, at mid-cycle",31,N,
X1246F,4,4,"4: Yes, during a period",31,N,
X1246F,5,5,"5: Or not, not at the same time",31,N,
X1247F,.,.Z,XSPECF5.,14,N,F
X1247F,LOW,0,XSPECF5.,14,N,LF
X1247F,1,1,"1: Yes,Current",14,N,
X1247F,2,2,"2: Yes,Past",14,N,
X1247F,3,3,3: No,14,N,
X1248F,.,.Z,XSPECF5.,32,N,F
X1248F,LOW,0,XSPECF5.,32,N,LF
X1248F,1,1,"1: Yes,shortly before a period",32,N,
X1248F,2,2,"2: Yes, shortly after a period",32,N,
X1248F,3,3,"3: Yes, at mid cycle",32,N,
X1248F,4,4,"4: Yes, during a period",32,N,
X1248F,5,5,"5: No, not at the same time in y",32,N,
X1249F,.,.Z,XSPECF5.,8,N,SF
X1249F,LOW,0,XSPECF5.,8,N,SLF
X1249F,0,0,0: No,8,N,S
X1249F,1,1,1: Yes,8,N,S
X124F,.,.Z,XSPECF5.,32,N,F
X124F,LOW,0,XSPECF5.,32,N,LF
X124F,1,1,1: No ED/Not Impotent,32,N,
X124F,2,2,2: Minimal ED/Minimal Impotent,32,N,
X124F,3,3,3: Moderate ED/Moderate Impotent,32,N,
X124F,4,4,4: Complete ED/Complete Impotent,32,N,
X1250F,.,.Z,XSPECF5.,8,N,F
X1250F,LOW,0,XSPECF5.,8,N,LF
X1250F,1,1,1: Yes,8,N,
X1250F,2,2,2: No,8,N,
X1251F,.,.Z,XSPECF5.,11,N,SF
X1251F,LOW,0,XSPECF5.,11,N,SLF
X1251F,-8,-8,-8: DK,11,N,S
X1251F,-7,-7,-7: REFUSED,11,N,S
X1251F,1,1,1: Yes,11,N,S
X1251F,2,2,2: No,11,N,S
X1252F,.,.Z,XSPECF5.,14,N,SF
X1252F,LOW,0,XSPECF5.,14,N,SLF
X1252F,-8,-8,-8: DON'T KNOW,14,N,S
X1252F,-7,-7,-7: REFUSED,14,N,S
X1252F,1,1,1: Yes,14,N,S
X1252F,2,2,2: No,14,N,S
X1253F,.,.Z,XSPECF5.,14,N,SF
X1253F,LOW,0,XSPECF5.,14,N,SLF
X1253F,-8,-8,-8: Don't Know,14,N,S
X1253F,-7,-7,-7: REFUSED,14,N,S
X1253F,1,1,1: Yes,14,N,S
X1253F,2,2,2: No,14,N,S
X1254F,.,.Z,XSPECF5.,13,N,SF
X1254F,LOW,0,XSPECF5.,13,N,SLF
X1254F,-8,-8,-8: Dont Know,13,N,S
X1254F,-7,-7,-7: Refused,13,N,S
X1254F,1,1,1: Yes,13,N,S
X1254F,2,2,2: No,13,N,S
X1255F,.,.Z,XSPECF5.,8,N,SF
X1255F,LOW,0,XSPECF5.,8,N,SLF
X1255F,-8,-8,-8: DK,8,N,S
X1255F,1,1,1: Yes,8,N,S
X1255F,2,2,2: No,8,N,S
X1256F,.,.Z,XSPECF5.,8,N,SF
X1256F,LOW,0,XSPECF5.,8,N,SLF
X1256F,-8,-8,-8: Don,8,N,S
X1256F,1,1,1: Yes,8,N,S
X1256F,2,2,2: No,8,N,S
X1257F,.,.Z,XSPECF5.,14,N,SF
X1257F,LOW,0,XSPECF5.,14,N,SLF
X1257F,-8,-8,-8: Don't Know,14,N,S
X1257F,1,1,1: Yes,14,N,S
X1257F,2,2,2: No,14,N,S
X1258F,.,.Z,XSPECF5.,15,N,F
X1258F,LOW,0,XSPECF5.,15,N,LF
X1258F,1,1,1: Yes,15,N,
X1258F,2,2,2: No,15,N,
X1258F,3,3,3: Wrong number,15,N,
X1259F,.,.Z,XSPECF5.,16,N,F
X1259F,LOW,0,XSPECF5.,16,N,LF
X1259F,1,1,1: Your employer,16,N,
X1259F,2,2,2: Medicaid,16,N,
X1259F,3,3,3: Medicare,16,N,
X1259F,4,4,4: Yourself,16,N,
X125F,.,.Z,XSPECF5.,32,N,F
X125F,LOW,0,XSPECF5.,32,N,LF
X125F,1,1,1: No ED/Not impotent: always ab,32,N,
X125F,2,2,2: Minimal ED/Minimally impotent,32,N,
X125F,3,3,3: Moderate ED/Moderately impote,32,N,
X125F,4,4,4: Complete ED/Completely impote,32,N,
X1260F,.,.Z,XSPECF5.,15,N,F
X1260F,LOW,0,XSPECF5.,15,N,LF
X1260F,1,1,1: Zero,15,N,
X1260F,2,2,2: One,15,N,
X1260F,3,3,3: Two or three,15,N,
X1260F,4,4,4: Four or more,15,N,
X1261F,.,.Z,XSPECF5.,32,N,F
X1261F,LOW,0,XSPECF5.,32,N,LF
X1261F,1,1,1: using Both the Computer and t,32,N,
X1261F,2,2,2: using Paper forms Only,32,N,
X1261F,3,3,3: using Computer forms Only (wi,32,N,
X1261F,4,4,4: interview was prematurely ter,32,N,
X1261F,5,5,5: using Computer forms Only (no,32,N,
X1264F,-8,-8,-8: REFUSED,21,N,
X1264F,-7,-7,-7: DON’T KNOW,21,N,
X1264F,1,1,"1: Less than $5,000",21,N,
X1264F,2,2,"2: $5,000 - $9,999",21,N,
X1264F,3,3,"3: $10,000 - $19,999",21,N,
X1264F,4,4,"4: $20,000 - $29,999",21,N,
X1264F,5,5,"5: $30,000 - $39,999",21,N,
X1264F,6,6,"6: $40,000 - $49,999",21,N,
X1264F,7,7,"7: $50,000 - $59,999",21,N,
X1264F,8,8,"8: $60,000 - $69,999",21,N,
X1264F,9,9,"9: $70,000 - $79,999",21,N,
X1264F,10,10,"10: $80,000 - $89,999",21,N,
X1264F,11,11,"11: $90,000 - $99,999",21,N,
X1264F,12,12,"12: $100,000 or more",21,N,
X1265F,.,.Z,XSPECF5.,8,N,F
X1265F,LOW,0,XSPECF5.,8,N,LF
X1266F,.,.Z,XSPECF5.,12,N,SF
X1266F,LOW,0,XSPECF5.,12,N,SLF
X1266F,0,0,0: 0,12,N,S
X1266F,1,1,1: 1,12,N,S
X1266F,2,2,2: 2,12,N,S
X1266F,3,3,3: 3,12,N,S
X1266F,4,4,4: 4,12,N,S
X1266F,5,5,5: 5 or more,12,N,S
X1267F,.,.Z,XSPECF5.,15,N,SF
X1267F,LOW,0,XSPECF5.,15,N,SLF
X1267F,0,0,0: NOT SELECTED,15,N,S
X1267F,1,1,1: SELECTED,15,N,S
X1268F,.,.Z,XSPECF5.,23,N,SF
X1268F,LOW,0,XSPECF5.,23,N,SLF
X1268F,0,0,0: Never,23,N,S
X1268F,1,1,1: Seldom (1-2 days),23,N,S
X1268F,2,2,2: Sometimes (3-4 days),23,N,S
X1268F,3,3,3: Often (5-7 days),23,N,S
X1269F,.,.Z,XSPECF5.,32,N,SF
X1269F,LOW,0,XSPECF5.,32,N,SLF
X1269F,0,0,0: Not serious,32,N,S
X1269F,1,1,1: Results in death,32,N,S
X1269F,2,2,2: Is life-threatening,32,N,S
X1269F,3,3,3: Results in inpatient hospital,32,N,S
X1269F,4,4,4: Results in a persistent or si,32,N,S
X1269F,5,5,5: Results in a congenital anoma,32,N,S
X1269F,6,6,6: May jeopardize the subject's,32,N,S
X126F,.,.Z,XSPECF5.,11,N,SF
X126F,LOW,0,XSPECF5.,11,N,SLF
X126F,0,0,0: Has pain,11,N,S
X126F,1,1,1: No Pain,11,N,S
X1270F,.,.Z,XSPECF5.,12,N,SF
X1270F,LOW,0,XSPECF5.,12,N,SLF
X1270F,0,0,0: Unchecked,12,N,S
X1270F,1,1,1: Checked,12,N,S
X1271F,0,0,0: Worst Doctor Possible,24,N,
X1271F,1,1,1:,24,N,
X1271F,2,2,2:,24,N,
X1271F,3,3,3:,24,N,
X1271F,4,4,4:,24,N,
X1271F,5,5,5:,24,N,
X1271F,6,6,6:,24,N,
X1271F,7,7,7:,24,N,
X1271F,8,8,8:,24,N,
X1271F,9,9,9:,24,N,
X1271F,10,10,10: Best Doctor Possible,24,N,
X1272F,.,.Z,XSPECF5.,12,N,F
X1272F,LOW,0,XSPECF5.,12,N,LF
X1272F,1,1,1: 1,12,N,
X1272F,2,2,2: 2,12,N,
X1272F,3,3,3: 3,12,N,
X1272F,4,4,4: 4,12,N,
X1272F,5,5,5: 5 or more,12,N,
X1273F,.,.Z,XSPECF5.,22,N,F
X1273F,LOW,0,XSPECF5.,22,N,LF
X1273F,1,1,1: 35 HRS OR MORE/WK,22,N,
X1273F,2,2,2: LESS THAN 35 HRS/WK,22,N,
X1274F,.,.Z,XSPECF5.,32,N,F
X1274F,LOW,0,XSPECF5.,32,N,LF
X1274F,1,1,1: 6 months ago or less,32,N,
X1274F,2,2,"2: more than 6 months ago, but l",32,N,
X1274F,3,3,"3: more than 1 year ago, but les",32,N,
X1274F,4,4,"4: more than 2 years ago, but le",32,N,
X1274F,5,5,5: 5 years ago or more,32,N,
X1275F,.,.Z,XSPECF5.,22,N,F
X1275F,LOW,0,XSPECF5.,22,N,LF
X1275F,1,1,1: A big problem,22,N,
X1275F,2,2,"2: A small problem, or",22,N,
X1275F,3,3,3: Not a problem,22,N,
X1276F,.,.Z,XSPECF5.,21,N,F
X1276F,LOW,0,XSPECF5.,21,N,LF
X1276F,1,1,1: A little Fearful,21,N,
X1276F,2,2,2: Moderately Fearful,21,N,
X1276F,3,3,3: Very Fearful,21,N,
X1277F,.,.Z,XSPECF5.,14,N,SF
X1277F,LOW,0,XSPECF5.,14,N,SLF
X1277F,-8,-8,-8: DK,14,N,S
X1277F,1,1,1: ABDOMINALLY,14,N,S
X1277F,2,2,2: VAGINALLY,14,N,S
X1278F,.,.Z,XSPECF5.,16,N,F
X1278F,LOW,0,XSPECF5.,16,N,LF
X1278F,1,1,1: Almost Never,16,N,
X1278F,2,2,2: Sometimes,16,N,
X1278F,3,3,3: Often,16,N,
X1278F,4,4,4: Almost Always,16,N,
X1279F,.,.Z,XSPECF5.,24,N,F
X1279F,LOW,0,XSPECF5.,24,N,LF
X1279F,1,1,1: Almost everyday,24,N,
X1279F,2,2,2: At least once a week,24,N,
X1279F,3,3,3: A few times a month,24,N,
X1279F,4,4,4: A few times a year,24,N,
X1279F,5,5,5: Less than once a year,24,N,
X1279F,6,6,6: Never,24,N,
X127F,.,.Z,XSPECF5.,21,N,F
X127F,LOW,0,XSPECF5.,21,N,LF
X127F,1,1,1: No Problem,21,N,
X127F,2,2,2: Very small problem,21,N,
X127F,3,3,3: Small problem,21,N,
X127F,4,4,4: Medium problem,21,N,
X127F,5,5,5: Big problem,21,N,
X1280F,.,.Z,XSPECF5.,26,N,F
X1280F,LOW,0,XSPECF5.,26,N,LF
X1280F,1,1,1: Almost never or never,26,N,
X1280F,2,2,2: A few times,26,N,
X1280F,3,3,3: Sometimes,26,N,
X1280F,4,4,4: Most times,26,N,
X1280F,5,5,5: Almost always or always,26,N,
X1281F,.,.Z,XSPECF5.,32,N,F
X1281F,LOW,0,XSPECF5.,32,N,LF
X1281F,1,1,1: Almost never/never,32,N,
X1281F,2,2,2: A few times (much less than h,32,N,
X1281F,3,3,3: Sometimes (about half the tim,32,N,
X1281F,4,4,4: Most times (much more than ha,32,N,
X1281F,5,5,5: Almost always/always,32,N,
X1282F,.,.Z,XSPECF5.,31,N,F
X1282F,LOW,0,XSPECF5.,31,N,LF
X1282F,1,1,1: As a result of a fall from a,31,N,
X1282F,2,2,2: Because of a harder fall,31,N,
X1282F,3,3,3: From a car accident of other,31,N,
X1282F,4,4,4: Other,31,N,
X1283F,.,.Z,XSPECF5.,12,N,F
X1283F,LOW,0,XSPECF5.,12,N,LF
X1283F,1,1,1: BONE ONLY,12,N,
X1283F,2,2,2: BONE/ED,12,N,
X1284F,.,.Z,XSPECF5.,9,N,F
X1284F,LOW,0,XSPECF5.,9,N,LF
X1284F,1,1,1: DAYS,9,N,
X1284F,2,2,2: MONTHS,9,N,
X1284F,3,3,3: YEARS,9,N,
X1285F,.,.Z,XSPECF5.,22,N,F
X1285F,LOW,0,XSPECF5.,22,N,LF
X1285F,1,1,1: Delighted,22,N,
X1285F,2,2,2: Pleased,22,N,
X1285F,3,3,3: Mostly satisfied,22,N,
X1285F,4,4,4: Mixed,22,N,
X1285F,5,5,5: Mostly dissatisfied,22,N,
X1285F,6,6,6: Unhappy,22,N,
X1285F,7,7,7: Terrible,22,N,
X1286F,.,.Z,XSPECF5.,10,N,F
X1286F,LOW,0,XSPECF5.,10,N,LF
X1286F,1,1,1: ENGLISH,10,N,
X1286F,2,2,2: SPANISH,10,N,
X1287F,.,.Z,XSPECF5.,29,N,F
X1287F,LOW,0,XSPECF5.,29,N,LF
X1287F,1,1,1: ENGLISH,29,N,
X1287F,2,2,2: SPANISH (INTERPRETER USED),29,N,
X1288F,.,.Z,XSPECF5.,32,N,F
X1288F,LOW,0,XSPECF5.,32,N,LF
X1288F,1,1,1: EXTREMELY UNIMPORTANT,32,N,
X1288F,2,2,2: UNINMORTANT,32,N,
X1288F,3,3,3: NEITHER UN-IMPORTANT NOR IMPO,32,N,
X1288F,4,4,4: IMPORTANT,32,N,
X1288F,5,5,5: EXTREMELY IMPORTANT,32,N,
X1289F,.,.Z,XSPECF5.,10,N,F
X1289F,LOW,0,XSPECF5.,10,N,LF
X1289F,1,1,1: English,10,N,
X1289F,2,2,2: Spanish,10,N,
X128F,.,.Z,XSPECF5.,28,N,F
X128F,LOW,0,XSPECF5.,28,N,LF
X128F,1,1,1: No injuries,28,N,
X128F,2,2,2: Minor injuries,28,N,
X128F,3,3,3: Serious physical injuries,28,N,
X1290F,.,.Z,XSPECF5.,21,N,F
X1290F,LOW,0,XSPECF5.,21,N,LF
X1290F,1,1,1: English,21,N,
X1290F,2,2,2: Spanish,21,N,
X1290F,3,3,3: Portuguese,21,N,
X1290F,4,4,4: French,21,N,
X1290F,5,5,5: Italian,21,N,
X1290F,6,6,6: Russian,21,N,
X1290F,7,7,7: German,21,N,
X1290F,99,99,99: Or something else,21,N,
X1291F,.,.Z,XSPECF5.,12,N,F
X1291F,LOW,0,XSPECF5.,12,N,LF
X1291F,1,1,1: Excellent,12,N,
X1291F,2,2,2: Very Good,12,N,
X1291F,3,3,3: Good,12,N,
X1291F,4,4,4: Fair,12,N,
X1291F,5,5,5: Poor,12,N,
X1292F,.,.Z,XSPECF5.,29,N,F
X1292F,LOW,0,XSPECF5.,29,N,LF
X1292F,1,1,1: Extremely Unlikely,29,N,
X1292F,2,2,2: Somewhat Unlikely,29,N,
X1292F,3,3,3: Neither Unlikely or Likely,29,N,
X1292F,4,4,4: Somewhat  Likely,29,N,
X1292F,5,5,5: Extremely Likely,29,N,
X1293F,.,.Z,XSPECF5.,22,N,F
X1293F,LOW,0,XSPECF5.,22,N,LF
X1293F,1,1,1: Extremely difficult,22,N,
X1293F,2,2,2: Very difficult,22,N,
X1293F,3,3,3: Difficult,22,N,
X1293F,4,4,4: Slightly difficult,22,N,
X1293F,5,5,5: Not difficult,22,N,
X1294F,.,.Z,XSPECF5.,9,N,F
X1294F,LOW,0,XSPECF5.,9,N,LF
X1294F,1,1,1: Feet,9,N,
X1294F,2,2,2: Inches,9,N,
X1295F,.,.Z,XSPECF5.,8,N,F
X1295F,LOW,0,XSPECF5.,8,N,LF
X1295F,1,1,1: GCRU,8,N,
X1295F,2,2,2: LEP3,8,N,
X1296F,.,.Z,XSPECF5.,18,N,F
X1296F,LOW,0,XSPECF5.,18,N,LF
X1296F,1,1,1: HOME,18,N,
X1296F,2,2,2: NERI,18,N,
X1296F,99,99,99: OTHER LOCATION,18,N,
X1297F,.,.Z,XSPECF5.,9,N,F
X1297F,LOW,0,XSPECF5.,9,N,LF
X1297F,1,1,1: HOME,9,N,
X1297F,99,99,99: OTHER,9,N,
X1298F,.,.Z,XSPECF5.,18,N,F
X1298F,LOW,0,XSPECF5.,18,N,LF
X1298F,1,1,1: I have Diabetes,18,N,
X1298F,2,2,2: Almost no risk,18,N,
X1298F,3,3,3: Slight risk,18,N,
X1298F,4,4,4: Moderate  risk,18,N,
X1298F,5,5,5: High Risk,18,N,
X1299F,.,.Z,XSPECF5.,14,N,F
X1299F,LOW,0,XSPECF5.,14,N,LF
X1299F,1,1,1: Increased,14,N,
X1299F,2,2,2: Decreased,14,N,
X1299F,3,3,3: Not changed,14,N,
X129F,.,.Z,XSPECF5.,21,N,F
X129F,LOW,0,XSPECF5.,21,N,LF
X129F,1,1,1: No problem,21,N,
X129F,2,2,2: Very small problem,21,N,
X129F,3,3,3: Small problem,21,N,
X129F,4,4,4: Medium problem,21,N,
X129F,5,5,5: Big problem,21,N,
X12F,.,.Z,XSPECF5.,32,N,F
X12F,LOW,0,XSPECF5.,32,N,LF
X12F,1,1,1:  1-2 12oz serving(s),32,N,
X12F,2,2,2:  3-5 12oz servings,32,N,
X12F,3,3,3:  1-2 six packs (12oz bottles/,32,N,
X12F,4,4,4:  2-3 six packs (12oz bottles/,32,N,
X12F,5,5,5:  3+ six packs (12oz bottles/c,32,N,
X1300F,.,.Z,XSPECF5.,32,N,F
X1300F,LOW,0,XSPECF5.,32,N,LF
X1300F,1,1,1: Initial,32,N,
X1300F,2,2,2: Follow-Up,32,N,
X1300F,3,3,3: AE Summary Report/DSMB/Safety,32,N,
X1301F,.,.Z,XSPECF5.,11,N,F
X1301F,LOW,0,XSPECF5.,11,N,LF
X1301F,1,1,1: Internal,11,N,
X1301F,2,2,2: External,11,N,
X1302F,.,.Z,XSPECF5.,8,N,F
X1302F,LOW,0,XSPECF5.,8,N,LF
X1302F,1,1,1: LEFT,8,N,
X1302F,2,2,2: RIGHT,8,N,
X1303F,.,.Z,XSPECF5.,8,N,F
X1303F,LOW,0,XSPECF5.,8,N,LF
X1303F,1,1,1: LEFT,8,N,
X1303F,2,2,2: RIGHT,8,N,
X1303F,3,3,3: BOTH,8,N,
X1304F,.,.Z,XSPECF5.,23,N,SF
X1304F,LOW,0,XSPECF5.,23,N,SLF
X1304F,-8,-8,-8: DON'T KNOW,23,N,S
X1304F,-7,-7,-7: REFUSED,23,N,S
X1304F,1,1,"1: LESS THAN $5,000",23,N,S
X1304F,2,2,"2: $5,000 - $9,999",23,N,S
X1304F,3,3,"3: $10,000 - $19,999",23,N,S
X1304F,4,4,"4: $20,000 - $29,999",23,N,S
X1304F,5,5,"5: $30,000 - $39,999",23,N,S
X1304F,6,6,"6: $40,000 - $49,999",23,N,S
X1304F,7,7,"7: $50,000 - $59,999",23,N,S
X1304F,8,8,"8: $60,000 - $69,999",23,N,S
X1304F,9,9,"9: $70,000 - $79,999",23,N,S
X1304F,10,10,"10: $80,000 - $89,999",23,N,S
X1304F,11,11,"11: $90,000 - $99,999",23,N,S
X1304F,12,12,"12: $100,000 - $109,999",23,N,S
X1304F,13,13,"13: $110,000 - $119,999",23,N,S
X1304F,14,14,"14: $120,000 - $149,999",23,N,S
X1304F,15,15,"15: $150,000 - $199,999",23,N,S
X1304F,16,16,"16: $200,000 - $299,999",23,N,S
X1304F,17,17,"17: $300,000 - $499,999",23,N,S
X1304F,18,18,"18: $500,000 - $999,999",23,N,S
X1304F,19,19,"19: $1,000,000 OR MORE",23,N,S
X1305F,.,.Z,XSPECF5.,32,N,F
X1305F,LOW,0,XSPECF5.,32,N,LF
X1305F,1,1,1: LESS THAN 8TH GRADE,32,N,
X1305F,2,2,2: 8TH GRADE,32,N,
X1305F,3,3,3: 9TH THROUGH 11TH GRADE,32,N,
X1305F,4,4,4: HIGH SCHOOL DIPLOMA/GED,32,N,
X1305F,5,5,5: TECHNICAL TRAINING,32,N,
X1305F,6,6,6: ASSOCIATES DEGREE,32,N,
X1305F,7,7,7: BACHELORS DEGREE,32,N,
X1305F,8,8,8: MASTERS DEGREE,32,N,
X1305F,9,9,"9: DOCTORATE DEGREE (E.G. MD, PH",32,N,
X1306F,.,.Z,XSPECF5.,8,N,F
X1306F,LOW,0,XSPECF5.,8,N,LF
X1306F,1,1,1: Left,8,N,
X1306F,2,2,2: Right,8,N,
X1307F,.,.Z,XSPECF5.,26,N,F
X1307F,LOW,0,XSPECF5.,26,N,LF
X1307F,1,1,1: Less than 1 hour,26,N,
X1307F,2,2,2: 1 but less than 2 hours,26,N,
X1307F,3,3,3: 2-4 hours,26,N,
X1307F,4,4,4: More than 4 hours,26,N,
X1308F,.,.Z,XSPECF5.,19,N,F
X1308F,LOW,0,XSPECF5.,19,N,LF
X1308F,1,1,1: Less than 1 hour,19,N,
X1308F,2,2,2: 1 to <2 hours,19,N,
X1308F,3,3,3: 2 to <3 hours,19,N,
X1308F,4,4,4: 3 to <4 hours,19,N,
X1308F,5,5,5: 4 to 5 hours,19,N,
X1309F,.,.Z,XSPECF5.,17,N,F
X1309F,LOW,0,XSPECF5.,17,N,LF
X1309F,1,1,1: Light Clothing,17,N,
X1309F,2,2,2: Undergarments,17,N,
X130F,.,.Z,XSPECF5.,21,N,F
X130F,LOW,0,XSPECF5.,21,N,LF
X130F,1,1,1: No problem,21,N,
X130F,2,2,2: Very small problem,21,N,
X130F,3,3,3: Small problem,21,N,
X130F,4,4,4: Medium problem,21,N,
X130F,5,5,5: Big problem,21,N,
X130F,6,6,6: No sexual activity,21,N,
X1310F,.,.Z,XSPECF5.,17,N,F
X1310F,LOW,0,XSPECF5.,17,N,LF
X1310F,1,1,1: Light clothing,17,N,
X1310F,2,2,2: Undergarments,17,N,
X1311F,.,.Z,XSPECF5.,11,N,F
X1311F,LOW,0,XSPECF5.,11,N,LF
X1311F,1,1,1: Likely,11,N,
X1311F,2,2,2: Possibly,11,N,
X1311F,3,3,3: Probably,11,N,
X1311F,4,4,4: Unlikely,11,N,
X1311F,5,5,5: No,11,N,
X1312F,.,.Z,XSPECF5.,9,N,F
X1312F,LOW,0,XSPECF5.,9,N,LF
X1312F,1,1,1: MALE,9,N,
X1312F,2,2,2: FEMALE,9,N,
X1313F,.,.Z,XSPECF5.,10,N,F
X1313F,LOW,0,XSPECF5.,10,N,LF
X1313F,1,1,1: MINUTES,10,N,
X1313F,2,2,2: HOURS,10,N,
X1313F,3,3,3: DAYS,10,N,
X1314F,.,.Z,XSPECF5.,9,N,F
X1314F,LOW,0,XSPECF5.,9,N,LF
X1314F,1,1,1: MONTHS,9,N,
X1314F,2,2,2: YEARS,9,N,
X1315F,.,.Z,XSPECF5.,32,N,F
X1315F,LOW,0,XSPECF5.,32,N,LF
X1315F,1,1,1: Mainly sitting with slight ar,32,N,
X1315F,2,2,2: Sitting or standing with some,32,N,
X1315F,3,3,"3: Walking, with some handling o",32,N,
X1315F,4,4,4: Walking and heavy manual work,32,N,
X1316F,.,.Z,XSPECF5.,24,N,F
X1316F,LOW,0,XSPECF5.,24,N,LF
X1316F,1,1,1: Married,24,N,
X1316F,2,2,2: Living with a partner,24,N,
X1316F,3,3,3: Divorced/separated,24,N,
X1316F,4,4,4: Widowed,24,N,
X1316F,5,5,"5: Single, never married",24,N,
X1316F,99,99,99: OTHER,24,N,
X1317F,.,.Z,XSPECF5.,13,N,F
X1317F,LOW,0,XSPECF5.,13,N,LF
X1317F,1,1,1: NEVER,13,N,
X1317F,2,2,2: RARELY,13,N,
X1317F,3,3,3: SOMETIMES,13,N,
X1317F,4,4,4: OFTEN,13,N,
X1317F,5,5,5: VERY OFTEN,13,N,
X1318F,.,.Z,XSPECF5.,8,N,F
X1318F,LOW,0,XSPECF5.,8,N,LF
X1318F,1,1,1: NONE,8,N,
X1318F,2,2,2: CANE,8,N,
X1318F,3,3,3: OTHER,8,N,
X1319F,.,.Z,XSPECF5.,13,N,F
X1319F,LOW,0,XSPECF5.,13,N,LF
X1319F,1,1,1: Never,13,N,
X1319F,2,2,2: Rarely,13,N,
X1319F,3,3,3: Sometimes,13,N,
X1319F,4,4,4: Often,13,N,
X1319F,5,5,5: Very Often,13,N,
X131F,.,.Z,XSPECF5.,13,N,F
X131F,LOW,0,XSPECF5.,13,N,LF
X131F,1,1,1: No problem,13,N,
X131F,2,2,2: Very small,13,N,
X131F,3,3,3: Small,13,N,
X131F,4,4,4: Medium,13,N,
X131F,5,5,5: Big,13,N,
X1320F,.,.Z,XSPECF5.,26,N,F
X1320F,LOW,0,XSPECF5.,26,N,LF
X1320F,1,1,1: None at all or very low,26,N,
X1320F,2,2,2: Low,26,N,
X1320F,3,3,3: Moderate,26,N,
X1320F,4,4,4: High,26,N,
X1320F,5,5,5: Very high,26,N,
X1321F,.,.Z,XSPECF5.,18,N,F
X1321F,LOW,0,XSPECF5.,18,N,LF
X1321F,1,1,1: None,18,N,
X1321F,2,2,2: 1 time,18,N,
X1321F,3,3,3: 2 times,18,N,
X1321F,4,4,4: 3 times,18,N,
X1321F,5,5,5: 4 times,18,N,
X1321F,6,6,6: 5 or more times,18,N,
X1322F,.,.Z,XSPECF5.,31,N,F
X1322F,LOW,0,XSPECF5.,31,N,LF
X1322F,1,1,1: Not a serious disease,31,N,
X1322F,2,2,2: A moderately serious disease,31,N,
X1322F,3,3,3: A serious disease,31,N,
X1322F,4,4,4: A very serious disease,31,N,
X1322F,5,5,5: No Opinion,31,N,
X1323F,.,.Z,XSPECF5.,26,N,F
X1323F,LOW,0,XSPECF5.,26,N,LF
X1323F,1,1,1: Not at all,26,N,
X1323F,2,2,2: Less than 1 time in 5,26,N,
X1323F,3,3,3: Less than half the time,26,N,
X1323F,4,4,4: About half the time,26,N,
X1323F,5,5,5: More than half the time,26,N,
X1323F,6,6,6: Almost always,26,N,
X1324F,.,.Z,XSPECF5.,32,N,F
X1324F,LOW,0,XSPECF5.,32,N,LF
X1324F,1,1,1: Not impotent: always able to,32,N,
X1324F,2,2,2: Minimally impotent:  usually,32,N,
X1324F,3,3,3: Moderately impotent: sometime,32,N,
X1324F,4,4,4: Completely impotent: never ab,32,N,
X1325F,.,.Z,XSPECF5.,8,N,SF
X1325F,LOW,0,XSPECF5.,8,N,SLF
X1325F,-8,-8,-8: DK,8,N,S
X1325F,1,1,1: ONE,8,N,S
X1325F,2,2,2: TWO,8,N,S
X1326F,.,.Z,XSPECF5.,15,N,F
X1326F,LOW,0,XSPECF5.,15,N,LF
X1326F,1,1,1: ONE,15,N,
X1326F,2,2,2: TWO,15,N,
X1326F,3,3,3: THREE,15,N,
X1326F,4,4,4: FOUR OR MORE,15,N,
X1327F,.,.Z,XSPECF5.,15,N,F
X1327F,LOW,0,XSPECF5.,15,N,LF
X1327F,1,1,1: ONE,15,N,
X1327F,2,2,2: TWO,15,N,
X1327F,3,3,3: THREE,15,N,
X1327F,4,4,4: FOUR,15,N,
X1327F,5,5,5: FIVE OR MORE,15,N,
X1328F,.,.Z,XSPECF5.,32,N,F
X1328F,LOW,0,XSPECF5.,32,N,LF
X1328F,1,1,1: Okay,32,N,
X1328F,2,2,2: Hemolysis,32,N,
X1328F,3,3,3: Tube broken after collection,32,N,
X1328F,4,4,4: Problem with vacuum seal on t,32,N,
X1328F,99,99,99: Other,32,N,
X1329F,.,.Z,XSPECF5.,9,N,F
X1329F,LOW,0,XSPECF5.,9,N,LF
X1329F,1,1,1: Own,9,N,
X1329F,2,2,2: Rent,9,N,
X1329F,99,99,99: Other,9,N,
X132F,.,.Z,XSPECF5.,32,N,F
X132F,LOW,0,XSPECF5.,32,N,LF
X132F,1,1,1: No sexual activity,32,N,
X132F,2,2,2: Almost always or always,32,N,
X132F,3,3,3: Most times(more than half the,32,N,
X132F,4,4,4: Sometimes(about half time,32,N,
X132F,5,5,5: A few times(less than half th,32,N,
X132F,6,6,6: Almost never or never,32,N,
X1330F,.,.Z,XSPECF5.,14,N,F
X1330F,LOW,0,XSPECF5.,14,N,LF
X1330F,1,1,1: PEDIATRIC,14,N,
X1330F,2,2,2: ADULT,14,N,
