FMTNAME,START,END,LABEL,LENGTH,TYPE,HLO
X2339F_II,.,.Z,XSPECF_II40.,40,N,MF
X2339F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2339F_II,1,1,1:  Yes,40,N,M
X2339F_II,2,2,2:  No,40,N,M
X2340F_II,.,.Z,XSPECF_II40.,40,N,MF
X2340F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2340F_II,1,1,1:  Zero,40,N,M
X2340F_II,2,2,2:  One,40,N,M
X2340F_II,3,3,3:  Two or three,40,N,M
X2340F_II,4,4,4:  Four or more,40,N,M
X2341F_II,.,.Z,XSPECF_II40.,40,N,MF
X2341F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2341F_II,1,1,1:  less than 3 months,40,N,M
X2341F_II,2,2,2: 3-6 months,40,N,M
X2341F_II,3,3,3: 7-12 months,40,N,M
X2341F_II,4,4,4: 1-5 years,40,N,M
X2341F_II,5,5,5: 6+ years,40,N,M
X2342F_II,.,.Z,XSPECF_II40.,40,N,MF
X2342F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2342F_II,1,1,1: 1 shot,40,N,M
X2342F_II,2,2,2: 2-3 shots,40,N,M
X2342F_II,3,3,3: 4-6 shots,40,N,M
X2342F_II,4,4,4: 7-11 shots,40,N,M
X2342F_II,5,5,5: 2 pints or more,40,N,M
X2343F_II,.,.Z,XSPECF_II40.,40,N,MF
X2343F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2343F_II,1,1,1: 1-2 12 oz servings,40,N,M
X2343F_II,2,2,2: 3-5 12 oz servings,40,N,M
X2343F_II,3,3,3: 1-2 six packs,40,N,M
X2343F_II,4,4,4: 2-3 six packs,40,N,M
X2343F_II,5,5,5: 3+ six packs,40,N,M
X2344F_II,.,.Z,XSPECF_II40.,40,N,MF
X2344F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2344F_II,1,1,1: 1-2 glasses,40,N,M
X2344F_II,2,2,2: 1/2 carafe,40,N,M
X2344F_II,3,3,3: 1 Bottle,40,N,M
X2344F_II,4,4,4: 2-4 Bottles,40,N,M
X2344F_II,5,5,5: 5 or more bottles of wine or,40,N,M
X2345F_II,.,.Z,XSPECF_II40.,40,N,MF
X2345F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2345F_II,1,1,1: 1-2,40,N,M
X2345F_II,2,2,2: 3-5,40,N,M
X2345F_II,3,3,3: 6-10,40,N,M
X2345F_II,4,4,4: More than 10,40,N,M
X2346F_II,.,.Z,XSPECF_II40.,40,N,MF
X2346F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2346F_II,1,1,1: 10 minutes or less,40,N,M
X2346F_II,2,2,2: More than 10 minutes,40,N,M
X2347F_II,.,.Z,XSPECF_II40.,40,N,MF
X2347F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2347F_II,1,1,1: 35 Hrs or more/wk,40,N,M
X2347F_II,2,2,2: Less than 35 hrs/wk,40,N,M
X2348F_II,.,.Z,XSPECF_II40.,40,N,MF
X2348F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2348F_II,1,1,1: 6 Months ago or less,40,N,M
X2348F_II,2,2,"2: More than 6 months ago,but le",40,N,M
X2348F_II,3,3,"3: More than 1 year ago,but less",40,N,M
X2348F_II,4,4,"4: More than 2 years ago, but le",40,N,M
X2348F_II,5,5,5: 5 years ago or more,40,N,M
X2349F_II,.,.Z,XSPECF_II40.,40,N,MF
X2349F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2349F_II,1,1,1: 6 months or less,40,N,M
X2349F_II,2,2,"2: More than 6 months, less tha",40,N,M
X2349F_II,3,3,"3: More than a year, less than 2",40,N,M
X2349F_II,4,4,"4: More than 2 years, less than",40,N,M
X2349F_II,5,5,5: 5 years or more,40,N,M
X2350F_II,.,.Z,XSPECF_II40.,40,N,MF
X2350F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2350F_II,1,1,1: 6 months or less,40,N,M
X2350F_II,2,2,"2: More than 6 months, less than",40,N,M
X2350F_II,3,3,"3: More than 1 year, less than 2",40,N,M
X2350F_II,4,4,"4: More than 2 years, less than",40,N,M
X2350F_II,5,5,5: 5 years or more,40,N,M
X2351F_II,.,.Z,XSPECF_II40.,40,N,MF
X2351F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2351F_II,1,1,1: <3 months,40,N,M
X2351F_II,2,2,2: 3-6 months,40,N,M
X2351F_II,3,3,3: 7-12 months,40,N,M
X2351F_II,4,4,4: 1-5 years,40,N,M
X2351F_II,5,5,5: 6+ years,40,N,M
X2353F_II,.,.Z,XSPECF_II40.,40,N,MF
X2353F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2353F_II,1,1,1: Abdominally,40,N,M
X2353F_II,2,2,2: Vaginally,40,N,M
X2354F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2354F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2354F_II,-8,-8,-8: Don't Know,40,N,SM
X2354F_II,1,1,1: Abdominally,40,N,SM
X2354F_II,2,2,2: Vaginally,40,N,SM
X2355F_II,.,.Z,XSPECF_II40.,40,N,MF
X2355F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2355F_II,1,1,1: About once a week,40,N,M
X2355F_II,2,2,2: About once a month,40,N,M
X2355F_II,3,3,3: Several times a year,40,N,M
X2356F_II,.,.Z,XSPECF_II40.,40,N,MF
X2356F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2356F_II,1,1,1: After you finish urinating be,40,N,M
X2356F_II,2,2,2: When you are not using the to,40,N,M
X2356F_II,3,3,3: At both times (after urinatin,40,N,M
X2358F_II,.,.Z,XSPECF_II40.,40,N,MF
X2358F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2358F_II,1,1,1: All of the Time,40,N,M
X2358F_II,2,2,2: Most of the Time,40,N,M
X2358F_II,3,3,3: Some of the time,40,N,M
X2358F_II,4,4,4: A Little of the Time,40,N,M
X2358F_II,5,5,5: None of the Time,40,N,M
X2359F_II,.,.Z,XSPECF_II40.,40,N,MF
X2359F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2359F_II,1,1,1: All of the Time,40,N,M
X2359F_II,2,2,2: Most of the Time,40,N,M
X2359F_II,3,3,3: Some of the time,40,N,M
X2359F_II,4,4,4: A little of the Time,40,N,M
X2359F_II,5,5,5: None of the Time,40,N,M
X2360F_II,.,.Z,XSPECF_II40.,40,N,MF
X2360F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2360F_II,1,1,1: Almost Never/Never,40,N,M
X2360F_II,2,2,2: A Few Times,40,N,M
X2360F_II,3,3,3: Sometimes,40,N,M
X2360F_II,4,4,4: Most Times,40,N,M
X2360F_II,5,5,5: Almost always or always,40,N,M
X2361F_II,.,.Z,XSPECF_II40.,40,N,MF
X2361F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2361F_II,1,1,1: Almost always or Always,40,N,M
X2361F_II,2,2,2: Most times(more than half the,40,N,M
X2361F_II,3,3,3: Sometimes(about half the time,40,N,M
X2361F_II,4,4,4: A few times(less than half th,40,N,M
X2361F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X2361F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X2362F_II,.,.Z,XSPECF_II40.,40,N,MF
X2362F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2362F_II,1,1,1: Almost always or Always,40,N,M
X2362F_II,2,2,2: Most times(more than half the,40,N,M
X2362F_II,3,3,3: Sometimes(about half the time,40,N,M
X2362F_II,4,4,4: A few times(less than half th,40,N,M
X2362F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X2362F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X2362F_II,8,8,8: No sexual activity,40,N,M
X2363F_II,.,.Z,XSPECF_II40.,40,N,MF
X2363F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2363F_II,1,1,1: Almost always or Always,40,N,M
X2363F_II,2,2,2: Most times(more than half the,40,N,M
X2363F_II,3,3,3: Sometimes(about half the time,40,N,M
X2363F_II,4,4,4: A few times(less than half th,40,N,M
X2363F_II,6,6,6: No sexual activity,40,N,M
X2367F_II,.,.Z,XSPECF_II40.,40,N,MF
X2367F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2367F_II,1,1,1: Almost always or always,40,N,M
X2367F_II,2,2,2: Most times(more than half the,40,N,M
X2367F_II,3,3,3: Sometimes(about half time,40,N,M
X2367F_II,4,4,4: A few times(less than half th,40,N,M
X2367F_II,5,5,5: Almost never or never,40,N,M
X2367F_II,6,6,6: No sexual activity,40,N,M
X2368F_II,.,.Z,XSPECF_II40.,40,N,MF
X2368F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2368F_II,1,1,1: Almost always or always,40,N,M
X2368F_II,2,2,2: Most times,40,N,M
X2368F_II,3,3,3: Sometimes,40,N,M
X2368F_II,4,4,4: A few times,40,N,M
X2368F_II,5,5,5: Almost never or never,40,N,M
X2369F_II,.,.Z,XSPECF_II40.,40,N,MF
X2369F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2369F_II,1,1,1: Almost never/never,40,N,M
X2369F_II,2,2,2: A few times(much less than ha,40,N,M
X2369F_II,3,3,3: Sometime(about half the time),40,N,M
X2369F_II,4,4,4: Most times(much more than hal,40,N,M
X2369F_II,5,5,5: Almost always/always,40,N,M
X2369F_II,6,6,6: Did not attempt intercourse,40,N,M
X2370F_II,.,.Z,XSPECF_II40.,40,N,MF
X2370F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2370F_II,1,1,1: Almost never/never,40,N,M
X2370F_II,2,2,2: A few times(much less than ha,40,N,M
X2370F_II,3,3,3: Sometime(about half the time),40,N,M
X2370F_II,4,4,4: Most times(much more than hal,40,N,M
X2370F_II,5,5,5: Almost always/always,40,N,M
X2370F_II,6,6,6: Did not penetrate partner,40,N,M
X2371F_II,.,.Z,XSPECF_II40.,40,N,MF
X2371F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2371F_II,1,1,1: Almost never/never,40,N,M
X2371F_II,2,2,2: A few times(much less than ha,40,N,M
X2371F_II,3,3,3: Sometime(about half the time),40,N,M
X2371F_II,4,4,4: Most times(much more than hal,40,N,M
X2371F_II,5,5,5: Almost always/always,40,N,M
X2371F_II,6,6,6: No sexual activity,40,N,M
X2375F_II,.,.Z,XSPECF_II40.,40,N,MF
X2375F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2375F_II,1,1,1: Almost never/never,40,N,M
X2375F_II,2,2,2: A few times,40,N,M
X2375F_II,3,3,3: Sometimes,40,N,M
X2375F_II,4,4,4: Most times,40,N,M
X2375F_II,5,5,5: Almost always/always,40,N,M
X2376F_II,.,.Z,XSPECF_II40.,40,N,MF
X2376F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2376F_II,1,1,1: As a result of a fall from a,40,N,M
X2376F_II,2,2,2: Because of a harder fall,40,N,M
X2376F_II,3,3,3: Or from a car accident or oth,40,N,M
X2376F_II,99,99,99: Other,40,N,M
X2377F_II,.,.Z,XSPECF_II40.,40,N,MF
X2377F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2377F_II,1,1,1: Before noon,40,N,M
X2377F_II,2,2,2: Noon to 5 PM,40,N,M
X2377F_II,3,3,3: After 5 PM,40,N,M
X2379F_II,.,.Z,XSPECF_II40.,40,N,MF
X2379F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2379F_II,1,1,1: Child,40,N,M
X2379F_II,2,2,2: Adult,40,N,M
X2380F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2380F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2380F_II,0,0,0: Not Completed,40,N,SM
X2380F_II,1,1,1: Completed,40,N,SM
X2381F_II,.,.Z,XSPECF_II40.,40,N,MF
X2381F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2381F_II,1,1,1: Continue more than 10 minutes,40,N,M
X2381F_II,2,2,2: Disappear in 10 minutes,40,N,M
X2383F_II,.,.Z,XSPECF_II40.,40,N,MF
X2383F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2383F_II,1,1,1: Day,40,N,M
X2383F_II,2,2,2: Week,40,N,M
X2383F_II,3,3,3: Month,40,N,M
X2383F_II,4,4,4: Year,40,N,M
X2384F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2384F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2384F_II,-8,-8,-8: Don't Know,40,N,SM
X2384F_II,1,1,1: Deep inside the vagina,40,N,SM
X2384F_II,2,2,2: At the opening of the vagina,40,N,SM
X2384F_II,3,3,3: Both deep inside and at the o,40,N,SM
X2384F_II,99,99,99: Other,40,N,SM
X2385F_II,.,.Z,XSPECF_II40.,40,N,MF
X2385F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2385F_II,1,1,1: Delighted,40,N,M
X2385F_II,2,2,2: Pleased,40,N,M
X2385F_II,3,3,3: Mostly satisfied,40,N,M
X2385F_II,4,4,"4: Mixed, about equally satisfie",40,N,M
X2385F_II,5,5,5: Mostly dissatisfied,40,N,M
X2385F_II,6,6,6: Unhappy,40,N,M
X2385F_II,7,7,7: Terrible,40,N,M
X2386F_II,.,.Z,XSPECF_II40.,40,N,MF
X2386F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2386F_II,1,1,1: Dial-up,40,N,M
X2386F_II,2,2,2: Fiber Optic,40,N,M
X2386F_II,3,3,3: DSL,40,N,M
X2386F_II,4,4,4: Cable,40,N,M
X2386F_II,5,5,5: Satellite Wireless,40,N,M
X2386F_II,6,6,6: Other,40,N,M
X2387F_II,.,.Z,XSPECF_II40.,40,N,MF
X2387F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2387F_II,1,1,1: Does not cause me any problem,40,N,M
X2387F_II,2,2,2: Causes me some very minor pro,40,N,M
X2387F_II,3,3,3: Causes me some minor problems,40,N,M
X2387F_II,4,4,4: Causes me (some) moderate pro,40,N,M
X2387F_II,5,5,5: Causes me severe problems,40,N,M
X2387F_II,6,6,6: Causes many severe problems,40,N,M
X2389F_II,.,.Z,XSPECF_II40.,40,N,MF
X2389F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2389F_II,1,1,1: Drops or a little more,40,N,M
X2389F_II,2,2,2: Small splashes,40,N,M
X2389F_II,3,3,3: Or more,40,N,M
X2390F_II,.,.Z,XSPECF_II40.,40,N,MF
X2390F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2390F_II,1,1,1: ENGLISH,40,N,M
X2390F_II,2,2,2: SPANISH,40,N,M
X2391F_II,.,.Z,XSPECF_II40.,40,N,MF
X2391F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2391F_II,1,1,1: English,40,N,M
X2391F_II,2,2,2: Spanish,40,N,M
X2392F_II,.,.Z,XSPECF_II40.,40,N,MF
X2392F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2392F_II,1,1,1: Everyday,40,N,M
X2392F_II,2,2,2: 5-6 days a week,40,N,M
X2392F_II,3,3,3: 3-4 days a week,40,N,M
X2392F_II,4,4,4: 1-2 days a week,40,N,M
X2392F_II,5,5,5: Less often than weekly,40,N,M
X2393F_II,.,.Z,XSPECF_II40.,40,N,MF
X2393F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2393F_II,1,1,1: Excellent,40,N,M
X2393F_II,2,2,2: Very good,40,N,M
X2393F_II,3,3,3: Good,40,N,M
X2393F_II,4,4,4: Fair,40,N,M
X2393F_II,5,5,5: Poor,40,N,M
X2394F_II,.,.Z,XSPECF_II40.,40,N,MF
X2394F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2394F_II,1,1,1: Extremely difficult or Imposs,40,N,M
X2394F_II,2,2,2: Very difficult,40,N,M
X2394F_II,3,3,3: Difficult,40,N,M
X2394F_II,4,4,4: Slightly difficult,40,N,M
X2394F_II,5,5,5: Not difficult,40,N,M
X2394F_II,6,6,6: No sexual activity,40,N,M
X2395F_II,.,.Z,XSPECF_II40.,40,N,MF
X2395F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2395F_II,1,1,1: Extremely difficult or imposs,40,N,M
X2395F_II,2,2,2: Very difficult,40,N,M
X2395F_II,3,3,3: Difficult,40,N,M
X2395F_II,4,4,4: Slightly difficult,40,N,M
X2395F_II,5,5,5: Not difficult,40,N,M
X2396F_II,.,.Z,XSPECF_II40.,40,N,MF
X2396F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2396F_II,1,1,1: Extremely difficult,40,N,M
X2396F_II,2,2,2: Very difficult,40,N,M
X2396F_II,3,3,3: Difficult,40,N,M
X2396F_II,4,4,4: Slightly difficult,40,N,M
X2396F_II,5,5,5: Not difficult,40,N,M
X2397F_II,.,.Z,XSPECF_II40.,40,N,MF
X2397F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2397F_II,1,1,1: Extremely difficult,40,N,M
X2397F_II,2,2,2: Very difficult,40,N,M
X2397F_II,3,3,3: Difficult,40,N,M
X2397F_II,4,4,4: Slightly difficult,40,N,M
X2397F_II,5,5,5: Not difficult,40,N,M
X2397F_II,6,6,6: Did not attempt intercourse,40,N,M
X2398F_II,.,.Z,XSPECF_II40.,40,N,MF
X2398F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2398F_II,1,1,1: Extremely unimportant,40,N,M
X2398F_II,2,2,2: Unimportant,40,N,M
X2398F_II,3,3,"3: Neither un-important, nor imp",40,N,M
X2398F_II,4,4,4: Important,40,N,M
X2398F_II,5,5,5: Extremely important,40,N,M
X2403F_II,.,.Z,XSPECF_II40.,40,N,MF
X2403F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2403F_II,1,1,1: Heterosexual,40,N,M
X2403F_II,2,2,2: Gay,40,N,M
X2403F_II,3,3,3: Bisexual,40,N,M
X2403F_II,4,4,4: Asexual,40,N,M
X2403F_II,5,5,5: Other,40,N,M
X2406F_II,.,.Z,XSPECF_II40.,40,N,MF
X2406F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2406F_II,1,1,1: I do not have the symptom,40,N,M
X2406F_II,2,2,2: Rarely,40,N,M
X2406F_II,3,3,3: A few times,40,N,M
X2406F_II,4,4,4: Fairly often,40,N,M
X2406F_II,5,5,5: Usually,40,N,M
X2406F_II,6,6,6: Almost always,40,N,M
X2407F_II,.,.Z,XSPECF_II40.,40,N,MF
X2407F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2407F_II,1,1,1: IN-PERSON,40,N,M
X2407F_II,2,2,2: TELEPHONE,40,N,M
X2409F_II,.,.Z,XSPECF_II40.,40,N,MF
X2409F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2409F_II,1,1,1: In-home,40,N,M
X2409F_II,2,2,2: Other,40,N,M
X2410F_II,.,.Z,XSPECF_II40.,40,N,MF
X2410F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2410F_II,1,1,1: In-person,40,N,M
X2410F_II,2,2,2: Telephone,40,N,M
X2410F_II,3,3,3: Mixed,40,N,M
X2411F_II,.,.Z,XSPECF_II40.,40,N,MF
X2411F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2411F_II,1,1,1: Increased,40,N,M
X2411F_II,2,2,2: Decreased,40,N,M
X2411F_II,3,3,3: Not changed,40,N,M
X2412F_II,.,.Z,XSPECF_II40.,40,N,MF
X2412F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2412F_II,1,1,1: Lbs,40,N,M
X2412F_II,2,2,2: Kgs,40,N,M
X2414F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2414F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2414F_II,-8,-8,-8: DON'T KNOW,40,N,SM
X2414F_II,-7,-7,-7: REFUSED,40,N,SM
X2414F_II,1,1,"1: Less than $5,000",40,N,SM
X2414F_II,2,2,"2: $5,000-$9,999",40,N,SM
X2414F_II,3,3,"3: $10,000-$19,999",40,N,SM
X2414F_II,4,4,"4: $20,000-$29,999",40,N,SM
X2414F_II,5,5,"5: $30,000-$39,999",40,N,SM
X2414F_II,6,6,"6: $40,000-$49,999",40,N,SM
X2414F_II,7,7,"7: $50,000-$59,999",40,N,SM
X2414F_II,8,8,"8: $60,000-$69,000",40,N,SM
X2414F_II,9,9,"9: $70,000-$79,999",40,N,SM
X2414F_II,10,10,"10: $80,000-$89,999",40,N,SM
X2414F_II,11,11,"11: $90,000-$99,999",40,N,SM
X2414F_II,12,12,"12: $100,000-$109,999",40,N,SM
X2414F_II,13,13,"13: $110,000-$119,999",40,N,SM
X2414F_II,14,14,"14: $120,000 or more",40,N,SM
X2415F_II,.,.Z,XSPECF_II40.,40,N,MF
X2415F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2415F_II,1,1,1: Less than 1 hour,40,N,M
X2415F_II,2,2,2: 1 but less than 2 hours,40,N,M
X2415F_II,3,3,3: 2-4 hours,40,N,M
X2415F_II,4,4,4: More than 4 hours,40,N,M
X2416F_II,.,.Z,XSPECF_II40.,40,N,MF
X2416F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2416F_II,1,1,1: Less than 3 months,40,N,M
X2416F_II,2,2,2: 3 to less than 6 months,40,N,M
X2416F_II,3,3,3: 6 to less than 12 months,40,N,M
X2416F_II,4,4,4: 1 years to less than 5 years,40,N,M
X2416F_II,5,5,5: 5 years or more,40,N,M
X2417F_II,.,.Z,XSPECF_II40.,40,N,MF
X2417F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2417F_II,1,1,1: Less than 3 months,40,N,M
X2417F_II,2,2,"2: More than 3, but less than 6",40,N,M
X2417F_II,3,3,"3: More than 6 months, but less",40,N,M
X2417F_II,4,4,4: A year or longer,40,N,M
X2418F_II,.,.Z,XSPECF_II40.,40,N,MF
X2418F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2418F_II,1,1,1: Less than 3 months,40,N,M
X2418F_II,2,2,"2: More than 3, but less than 6",40,N,M
X2418F_II,3,3,"3: More than 6, but less than a",40,N,M
X2418F_II,4,4,4: A year or longer,40,N,M
X2419F_II,.,.Z,XSPECF_II40.,40,N,MF
X2419F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2419F_II,1,1,1: Less than 8th grade,40,N,M
X2419F_II,2,2,2: 8th grade,40,N,M
X2419F_II,3,3,3: 9th through 11th grade,40,N,M
X2419F_II,4,4,4: High school diploma/GED,40,N,M
X2419F_II,5,5,5: Technical training,40,N,M
X2419F_II,6,6,6: Associate degree,40,N,M
X2419F_II,7,7,7: Bachelors degree,40,N,M
X2419F_II,8,8,8: Master degree,40,N,M
X2419F_II,9,9,"9: Doctorate degree (e.g. MD, Ph",40,N,M
X2420F_II,.,.Z,XSPECF_II40.,40,N,MF
X2420F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2420F_II,1,1,1: Less than half the time,40,N,M
X2420F_II,2,2,2: Half the time or more,40,N,M
X2421F_II,.,.Z,XSPECF_II40.,40,N,MF
X2421F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2421F_II,1,1,1: Less than once per month,40,N,M
X2421F_II,2,2,2: One or more times per month,40,N,M
X2421F_II,3,3,3: One or more times per week,40,N,M
X2421F_II,4,4,4: Everyday,40,N,M
X2422F_II,.,.Z,XSPECF_II40.,40,N,MF
X2422F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2422F_II,1,1,1: Light Clothing,40,N,M
X2422F_II,2,2,2: Undergarments,40,N,M
X2423F_II,.,.Z,XSPECF_II40.,40,N,MF
X2423F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2423F_II,1,1,1: Light clothing,40,N,M
X2423F_II,2,2,2: Undergarments,40,N,M
X2424F_II,.,.Z,XSPECF_II40.,40,N,MF
X2424F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2424F_II,1,1,1: MALE,40,N,M
X2424F_II,2,2,2: FEMALE,40,N,M
X2426F_II,.,.Z,XSPECF_II40.,40,N,MF
X2426F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2426F_II,1,1,1: Mainly sitting with slight ar,40,N,M
X2426F_II,2,2,2: Sitting or standing with some,40,N,M
X2426F_II,3,3,"3: Walking, with some handling o",40,N,M
X2426F_II,4,4,4: Walking and heavy manual work,40,N,M
X2427F_II,.,.Z,XSPECF_II40.,40,N,MF
X2427F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2427F_II,1,1,1: Mainly sitting,40,N,M
X2427F_II,2,2,2: Sitting/standing,40,N,M
X2427F_II,3,3,3: Walking < 50lb,40,N,M
X2427F_II,4,4,4: Walking > 50lb,40,N,M
X2428F_II,.,.Z,XSPECF_II40.,40,N,MF
X2428F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2428F_II,1,1,1: Male,40,N,M
X2428F_II,2,2,2: Female,40,N,M
X2429F_II,.,.Z,XSPECF_II40.,40,N,MF
X2429F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2429F_II,1,1,1: Married,40,N,M
X2429F_II,2,2,2: Living with a partner,40,N,M
X2429F_II,3,3,3: Divorced/separated,40,N,M
X2429F_II,4,4,4: Widowed,40,N,M
X2429F_II,5,5,"5: Single, never married",40,N,M
X2429F_II,99,99,99: OTHER,40,N,M
X2430F_II,.,.Z,XSPECF_II40.,40,N,MF
X2430F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2430F_II,1,1,"1: Mexican, Mexican American or",40,N,M
X2430F_II,2,2,2: Puerto Rican,40,N,M
X2430F_II,3,3,3: Cuban,40,N,M
X2430F_II,99,99,99: Other Hispanic/Latino,40,N,M
X2431F_II,.,.Z,XSPECF_II40.,40,N,MF
X2431F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2431F_II,1,1,1: Months,40,N,M
X2431F_II,2,2,2: Years,40,N,M
X2432F_II,.,.Z,XSPECF_II40.,40,N,MF
X2432F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2432F_II,1,1,1: Never,40,N,M
X2432F_II,2,2,2: Rarely,40,N,M
X2432F_II,3,3,3: A few times,40,N,M
X2432F_II,4,4,4: Fairly often,40,N,M
X2432F_II,5,5,5: Usually,40,N,M
X2432F_II,6,6,6: Almost always,40,N,M
X2433F_II,.,.Z,XSPECF_II40.,40,N,MF
X2433F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2433F_II,1,1,1: Never,40,N,M
X2433F_II,2,2,2: Seldom,40,N,M
X2433F_II,3,3,3: Occasionally,40,N,M
X2433F_II,4,4,4: Often,40,N,M
X2434F_II,.,.Z,XSPECF_II40.,40,N,MF
X2434F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2434F_II,1,1,1: No ED/Not Impotent,40,N,M
X2434F_II,2,2,2: Minimal ED/Minimal Impotent,40,N,M
X2434F_II,3,3,3: Moderate ED/Moderate Impotent,40,N,M
X2434F_II,4,4,4: Complete ED/Complete Impotent,40,N,M
X2436F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2436F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2436F_II,0,0,0: Has pain,40,N,SM
X2436F_II,1,1,1: No Pain,40,N,SM
X2437F_II,.,.Z,XSPECF_II40.,40,N,MF
X2437F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2437F_II,1,1,1: No Problem,40,N,M
X2437F_II,2,2,2: Very small problem,40,N,M
X2437F_II,3,3,3: Small problem,40,N,M
X2437F_II,4,4,4: Medium problem,40,N,M
X2437F_II,5,5,5: Big problem,40,N,M
X2439F_II,.,.Z,XSPECF_II40.,40,N,MF
X2439F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2439F_II,1,1,1: No problem,40,N,M
X2439F_II,2,2,2: Very small problem,40,N,M
X2439F_II,3,3,3: Small problem,40,N,M
X2439F_II,4,4,4: Medium problem,40,N,M
X2439F_II,5,5,5: Big problem,40,N,M
