FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
CFREQ,98,98,Other,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
CHOLANGI,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
CHOLANGI,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
CHRONARR,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CHRONARR,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CHRONARR,96,96,NA,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CHST,1,1,Current Chest Circumference,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
CHST,99,99,Unknown,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
CHUNIT,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
CHUNIT,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
CHUNIT1_,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
CHUNIT1_,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
CIGARET,1,1,Cigarette,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
CIGARET6_,1,1,Cigarette,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
CIGARS,1,1,Cigar,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
CIGARS6_,1,1,Cigar,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
CINEXC10_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC10_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC1_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC1_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC2_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC2_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC3_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC3_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC4_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC4_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC5_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC5_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC6_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC6_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC7_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC7_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC8_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC8_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC9_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CINEXC9_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CK7EVAL,0,0,No ductules/ ductular reaction,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
CK7EVAL,1,1,Isolated ductules,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
CK7EVAL,2,2,Single layer of reactive ductules,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
CK7EVAL,3,3,Multi-layered reactive ductules,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
CK7EVAL,4,4,Ductular reaction extending between portal areas,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
CLINIC,1,1,Hospital or clinic-based pharmacy,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
CNVNENDO,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
CNVNENDO,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
COAGDGRE,0,0,None,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
COAGDGRE,1,1,Minimal (< 5% necrosis),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
COAGDGRE,2,2,Mild (5-33% necrosis),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
COAGDGRE,3,3,Moderate (33-66% necrosis),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
COAGDGRE,4,4,Marked(>66% necrosis),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
COAGLOC,0,0,None,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
COAGLOC,1,1,Zone 1 predominant,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
COAGLOC,2,2,Zone 2 predominant,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
COAGLOC,3,3,Zone 3 predominant,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
COAGLOC,4,4,Panacinar,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
COAGLOC,5,5,Azonal,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
COMPVST,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
COMPVST,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CONCHXYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CONCHXYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CONGESYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CONGESYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CONMHXYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CONMHXYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CREAT,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
CREAT,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
CRETVALU,4,4,umol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
CRETVALU,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
CROUTE,1,1,PO,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CROUTE,2,2,IV,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CROUTE,3,3,SC,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CROUTE,4,4,IM,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CROUTE,5,5,Topical/transdermal,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CROUTE,98,98,Other,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CRSTUNIT,1,1,count/HPF,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
CRSTUNIT,2,2,count/LPF,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
CRSTYN,1,1,Yes,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
CRSTYN,2,2,Not Reported,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
CRSTYN,97,97,Not done,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
CRYO1YN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CRYO1YN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CRYO2YN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CRYO2YN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CRYO3YN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CRYO3YN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
CRYSTALS,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
CRYSTALS,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DEATH,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DEATH,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DEATH,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DEATH,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DELTA,0,0,No,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
DELTA,1,1,Yes,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
DELTA,99,99,Unknown or not tested,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
DIFFPHAR,1,1,One - I always go to the same pharmacy,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
DIFFPHAR,2,2,Two pharmacies,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
DIFFPHAR,3,3,Three pharmacies,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
DIFFPHAR,4,4,More than three pharmacies,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
DIFFPHAR,5,5,Do not know/unsure,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
DILIABIM,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILIABIM,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILIABIM,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILICONT,1,1,Continuing,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
DILICONT,2,2,Stop Date:,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
DILILF,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILILF,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILILF,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILIREL,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILIREL,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DILIREL,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DISRUPSP,1,1,Less than a week,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DISRUPSP,2,2,1 week,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DISRUPSP,3,3,2-4 weeks,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DISRUPSP,4,4,More than 4 weeks,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DISRUPT,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
DISRUPT,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
DLAB01_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB01_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB02_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB02_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB03_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB03_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB04_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB04_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB05_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB05_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB06_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB06_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB07_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB07_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB08_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB08_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB09_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB09_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB10_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB10_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB11_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB11_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB12_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB12_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB13_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB13_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB14_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB14_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB15_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB15_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB16_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB16_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB17_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB17_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB18_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB18_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB19_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB19_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB20_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB20_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB21_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB21_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB22_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB22_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB23_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB23_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB24_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB24_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB25_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB25_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB26_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLAB26_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DLABTP13_,1,1,IF,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
DLABTP13_,2,2,ELISA,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
DLABTP14_,1,1,IF,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
DLABTP14_,2,2,ELISA,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
DLABTP15_,1,1,IF,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
DLABTP15_,2,2,ELISA,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
DRGABUSE,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DRGABUSE,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DRGABUSE,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DRGABUSE,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
DRGCAM,1,1,Drug,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
DRGCAM,2,2,CAM,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
DRSLT01_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT01_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT01_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT02_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT02_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT02_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT03_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT03_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT03_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT04_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT04_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT04_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT05_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT05_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT05_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT06_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT06_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT06_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT07_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT07_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT07_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT08_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT08_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT08_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT09_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT09_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT09_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT10_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT10_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT10_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT11_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT11_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT11_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT12_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT12_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT12_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT13_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT13_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT13_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT14_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT14_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT14_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT15_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT15_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT15_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT16_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT16_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT16_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT25_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT25_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT25_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT26_,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT26_,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DRSLT26_,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DTH_DILI,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
DTH_DILI,2,2,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
DUCTAL,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DUCTAL,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
DUCTPAUC,0,0,None discernible (ducts > 75% of portal area),1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
DUCTPAUC,1,1,Mild duct paucity (ducts in 50-75% of portal areas),1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
DUCTPAUC,2,2,Moderate to marked (ducts < 50% of portal areas),1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
DXLABSER,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
DXLABSER,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
DXLABSPE,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXLABSPE,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXTITR13_,1,1,Titer 1:,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXTITR13_,2,2,ULN,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXTITR14_,1,1,Titer 1:,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXTITR14_,2,2,ULN,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXTITR15_,1,1,Titer 1:,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
DXTITR15_,2,2,ULN,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
ELIGIBILE,1,1,Statisfy all criteria,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
ELIGIBILE,2,2,Entered per protocol exemption,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
EMOTION,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
EMOTION,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
EMOTION,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
EMOTION,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
EOSIN,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
EOSIN,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
EOSINO,0,0,None to mild,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
EOSINO,1,1,Noticeably increased,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
EOSIVALU,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
EOSIVALU,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
ERDILIRD,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
ERDILIRD,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
ERDILIRD,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
ERDTYP,1,1,Total number of days in the hospitalized:,1,41,41,41,1E-12,,0,,0,N,N,N,,,,,
ERDTYP,2,2,Date discharged,1,41,41,41,1E-12,,0,,0,N,N,N,,,,,
ERHX,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
ERHX,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
ERHX,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDRS01_,1,1,Postive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS01_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS02_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS02_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS03_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS03_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS04_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS04_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS05_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRS05_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT01_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT01_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT02_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT02_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT03_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT03_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT04_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT04_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT05_,1,1,Positive,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDRT05_,2,2,Undetectable,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
EVIDUK01_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK01_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK02_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK02_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK03_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK03_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK04_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK04_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDUK05_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
